,review_id,review_title,review_comment,review_star_rating,review_link,review_author,review_author_avatar,review_images,review_video,review_date,is_verified_purchase,helpful_vote_statement,reviewed_product_asin,review_video.stream_url,review_video.closed_captions_url,review_video.thumbnail_url
64,R7KF492KZ3UKQ,arrived with a torn cover...how can this book be given as a gift with a ripped cover.,Book was all photos of Trump but no narratives.....expected photos of his family and cabinet...not there....no explanations of who/what images of each of the hundreds of pages. I'd return the book with the ripped cover page with 300s of Trump photos but I requested a replacement before opening and looking at all those unexplained photos.....Tnx for your help.,1,https://www.amazon.com/gp/customer-reviews/R7KF492KZ3UKQ,Kathleen,"https://images-na.ssl-images-amazon.com/images/S/amazon-avatars-global/default._CR0,0,1024,1024_SX48_.png",[],,"Reviewed in the United States on September 3, 2024",True,9 people found this helpful,B0D9HS4CWN,,,
65,R24DSLJ9138B75,Beautiful book with up-to-date material.,This book is a real keepsake.  The pictures are fantastic and truly captures the work President Trump has done and plans to do.  I like the statements made that give context.  I am very excited to have this!,5,https://www.amazon.com/gp/customer-reviews/R24DSLJ9138B75,Sandra P. Wheatley,"https://images-na.ssl-images-amazon.com/images/S/amazon-avatars-global/default._CR0,0,1024,1024_SX48_.png",[],,"Reviewed in the United States on September 4, 2024",True,8 people found this helpful,B0D9HS4CWN,,,
66,RIRD1S3H0KFS5,Packaging,"Received book day of release. Very disappointed with amazons cheap packaging for such and expensive book . Cheap box and book were damaged. Returned .  If you buy from Winning Team Publising you pay a few dollars more , Burn it's boxed a lot better.",2,https://www.amazon.com/gp/customer-reviews/RIRD1S3H0KFS5,A. Daylor,"https://images-na.ssl-images-amazon.com/images/S/amazon-avatars-global/default._CR0,0,1024,1024_SX48_.png",[],,"Reviewed in the United States on September 4, 2024",True,4 people found this helpful,B0D9HS4CWN,,,
67,RLT1TOVMNQOBT,Nice collection of pictures,Its a nice collection piece. Mostly full page pictures. Not much text. More like a beautiful collection of pictures.,4,https://www.amazon.com/gp/customer-reviews/RLT1TOVMNQOBT,Willie,"https://images-na.ssl-images-amazon.com/images/S/amazon-avatars-global/default._CR0,0,1024,1024_SX48_.png",[],,"Reviewed in the United States on September 3, 2024",True,7 people found this helpful,B0D9HS4CWN,,,
68,R3OHGPD4P29H17,Awesome book.,Beautiful book with a great collection photos of one our greatest Presidents.,5,https://www.amazon.com/gp/customer-reviews/R3OHGPD4P29H17,DEBRA GEBHARDT,"https://images-na.ssl-images-amazon.com/images/S/amazon-avatars-global/default._CR0,0,1024,1024_SX48_.png",[],,"Reviewed in the United States on September 4, 2024",True,5 people found this helpful,B0D9HS4CWN,,,
69,R33WBS99YD7UK,Awesome!,Great coffee table book!,5,https://www.amazon.com/gp/customer-reviews/R33WBS99YD7UK,Shawn Marie,"https://images-na.ssl-images-amazon.com/images/S/amazon-avatars-global/default._CR0,0,1024,1024_SX48_.png",[],,"Reviewed in the United States on September 4, 2024",True,3 people found this helpful,B0D9HS4CWN,,,
70,R2MCNOHN22NT6U,Amazon Ruined The Cover,"Amazon ruined the cover by not wrapping properly for shipment. This isn't the first time I've had trouble with the horrible shipping practices with Amazon. Shameful. The book is well worth reordering, however, definitely not through Amazon.",1,https://www.amazon.com/gp/customer-reviews/R2MCNOHN22NT6U,Debra Hayward,"https://images-na.ssl-images-amazon.com/images/S/amazon-avatars-global/default._CR0,0,1024,1024_SX48_.png",[],,"Reviewed in the United States on September 4, 2024",True,,B0D9HS4CWN,,,
71,R1TARES0J8BTB3,Beautiful Book,Very well done.,5,https://www.amazon.com/gp/customer-reviews/R1TARES0J8BTB3,SCV,"https://images-na.ssl-images-amazon.com/images/S/amazon-avatars-global/default._CR0,0,1024,1024_SX48_.png",[],,"Reviewed in the United States on September 4, 2024",True,6 people found this helpful,B0D9HS4CWN,,,
72,R17DY3QRIS059W,"AMAZING BEAUTIFUL BOOK, BUT HORRIBLE PACKING/DAMAGED!!","The book is a great with up to date photos from July 2024, loved the insight and all new info and photos. A must for those who love our country and support Trump. (If you don't why are you even on this page?!)  BUT, the packaging is horrible, WHAT THE HECK AMAZON??  Received one with bent corners, thrown in a box damages, went back. Not paying almost $100 for a book that is damaged because a worker did not think enough to wrap this HEAVY book and PACKAGE it properly.  Maybe they have TDS and dont feel its worth packing properly?  Or just clueless to know you cant put a large format, heavy book in a flimsy box with no padding!!??",5,https://www.amazon.com/gp/customer-reviews/R17DY3QRIS059W,Getting real...,"https://images-na.ssl-images-amazon.com/images/S/amazon-avatars-global/default._CR0,0,1024,1024_SX48_.png",[],,"Reviewed in the United States on September 5, 2024",True,,B0D9HS4CWN,,,
73,R2ICO7FDQ7WX7B,Starts off strong and so compelling.  Perhaps the most important book of the decade.,"The most surprising thing about this book, for me, is actually not the UFO info (though that's great), it's how well written and compelling this is even without the UFO info.  His descriptions of intelligence and counter-intelligence operations, how military high leadership works, and how military insiders interact with politicians are all fascinating.  Lue’s history and knowledge is so impressive. The UFO story as a whole is now corroborated by Grusch, Nell, Mellon, Graves, Gallaudet, Lacatski, Stratton, Putoff, Fravor, Nolan, and so many other credible witnesses.  If you read one book this year, I think it should be this one.",5,https://www.amazon.com/gp/customer-reviews/R2ICO7FDQ7WX7B,Michael S. Bantz,"https://images-na.ssl-images-amazon.com/images/S/amazon-avatars-global/default._CR0,0,1024,1024_SX48_.png",[],,"Reviewed in the United States on August 22, 2024",True,35 people found this helpful,B0D3FL1M3D,,,
74,R126AHZZIYIPST,WOW! Luis Elizondo is a brave national treasure.,"This book really provides a well documented overview of the behind-the-scenes struggle for UAP disclosure with some very revealing juicy details about the UAP phenomenon.

This topic is understandably a can of worms for the government and society at large. It raises more questions than answers, and I think it may be largely disturbing to the majority of the population. I believe this is why most people seem to go slightly unconscious when you talk to them about the topic. It’s almost as if it’s too much to consider and they’d rather not think about it. And really what could they do about it? So ignorance of the topic or feigning “no interest” in the topic is sort of a psychological and perhaps unconscious coping mechanism for a large part of the population.

I think for many of us interested in this topic, it’s a sort of entertaining interest. But as I read through this book, you start to realize that there are some very serious implications.

It appears as though there’s a lot of evidence supporting the fact that a very technologically advanced superior species is engaging with our planet. That raises a lot of questions. Who are they? Where did they come from? Why are they here? What are their intentions?

And importantly, the powers that be do not want the public at large to know about this. That is a curious position. Why? You would think this information would be exciting to share, the biggest discovery of human history. One that could perhaps unite the planet around our shared humanity. Ironically, this information is considered top-secret and has been suppressed and denied at all costs.

The most plausible reason this has been done is for national security reasons, akin to the nuclear bomb. A race to reverse engineer this technology in order to achieve technological global dominance first, similar to the race to achieve artificial super intelligence. Once the technology was mastered, the US could then contemplate Disclosure - but not before the objective was achieved.

Besides, Disclosure might hamper these efforts and in an open society where the public would demand more and more information and details, which might accidentally tip our hand to our enemies and accelerate foreign adversaries programs to make contact, reverse engineer, and get there before us. And who’s to say these visitors wouldn’t ally themselves with some other nation and empower them ahead of the US, which could totally disrupt the balance of global power.

I suspect that this is a very difficult situation for the US government, or any global superpower.

I am for disclosing the truth, whatever that may be, however, I do empathize with the significance of the decision to do so. From a risk management perspective, the potential impacts could be existential to the existing global power structure.

As a thought experiment, imagine for example if North Korea, Russia, or China accelerated their UAP contact efforts, as a result of US disclosure, and made a breakthrough in contacting them, and the visitors empathized with them for some reason and decided to support and give them advanced technologies. Such an outcome changes everything.

I do believe the cat is out of the bag, and the likely course is a slow drip of increasingly more info. That seems to be the only course of action plausible.

Another option is for the government (or NASA) to reveal a monumental scientific discovery along the lines of the James Webb telescope discovering definitive signatures of life elsewhere in the universe. This could massively deflect the conversation away from UAP in our neck of the woods, galvanize scientists, resources and interest across the world, and completely deflect the conversation away from UAP for a while. It could also act as a sort of good faith, formal government soft disclosure in preparation for ultimate disclosure. This could buy them more time to work on reverse engineering the technology, without disclosing what they already know.

It’s safe to say that the future is going to be interesting.

I recommend you buy this book and buy a few extra copies to share with friends and family. It’s a very exciting read and hard to put down. Great job to Lou Elizondo, Christopher Mellon, and all those involved. And I applaud those in government with the courage to tackle the subject on behalf of the American public and the world at large, so that we may better understand the truth and our place in the cosmos.",5,https://www.amazon.com/gp/customer-reviews/R126AHZZIYIPST,Amazon Customer,"https://images-na.ssl-images-amazon.com/images/S/amazon-avatars-global/default._CR0,0,1024,1024_SX48_.png",[],,"Reviewed in the United States on August 27, 2024",True,12 people found this helpful,B0D3FL1M3D,,,
75,R3O27209Y1AMKU,Great compilation of information!,"This book is for those who have just started on this topic, or for those friends and family of ours, that might be open to read about the UAP subject. In that regard, it's extremely effective!

For those of us deeper into the Ufology world, there are still a few interesting tidbits, such as Lue having been trained in Remote Viewing, biological implants, The caudate-putamen connection with experiences, and more.

Pretty easy read too, highly recommend. Read it, then give it to all your friends!",5,https://www.amazon.com/gp/customer-reviews/R3O27209Y1AMKU,Robert C Garabet,"https://images-na.ssl-images-amazon.com/images/S/amazon-avatars-global/default._CR0,0,1024,1024_SX48_.png",[],,"Reviewed in the United States on August 27, 2024",True,2 people found this helpful,B0D3FL1M3D,,,
76,R1PMSYJC52HWJ7,Possibly the best UAP related book ever written,"Luis Elizondo is certainly a ‘Great Man’ as referenced by Chris Mellon in the forward. Luis is so incredibly brave to give this detailed account of his introduction to government funded programs into the UAP phenomenon and his incredible insights that only he could reveal.

What set this book apart from all of the other books that have been written on the subject is this comes directly from the man who led the program, examining the nature and mystery of the phenomenon.

This book is incredibly well written, engaging, page turning and exciting. For someone who has never written a book before, I was really impressed with the quality of Luis’ writing.

So what happens next? We need first-hand witnesses who have been part of the crash retrieval program, those who have touched and work with the material, those who have seen and possibly even examined alien bodies to step forward under oath. It is my hope. This book truly is a harbinger for imminent disclosure.",5,https://www.amazon.com/gp/customer-reviews/R1PMSYJC52HWJ7,Brennan in VT,"https://images-na.ssl-images-amazon.com/images/S/amazon-avatars-global/default._CR0,0,1024,1024_SX48_.png",[],,"Reviewed in the United States on August 20, 2024",True,59 people found this helpful,B0D3FL1M3D,,,
77,R2ZTTZ78POPMUO,fascinating!,"I read this book as part of a research project. I’m working on, I’ve read a lot of books about UFOs recently. I didn’t expect to learn anything particularly new, but Mr. Elizondo has been at the center of a lot of the research that’s been done in recent years, and does have insights that are worth knowing about.
He focuses a lot on government obfuscation. It seems that he and his colleagues have done a lot to open up this topic to public awareness, and that’s a good thing.
You’ll find you need to remember a lot of the government acronyms that get bandied about constantly in the book. I also wish that he would have referred to the people he was working with by last names, rather than first names, as that seems to be an easier way at least for me to remember who he’s writing about.",4,https://www.amazon.com/gp/customer-reviews/R2ZTTZ78POPMUO,K. Wade,"https://images-na.ssl-images-amazon.com/images/S/amazon-avatars-global/default._CR0,0,1024,1024_SX48_.png",[],,"Reviewed in the United States on August 22, 2024",True,5 people found this helpful,B0D3FL1M3D,,,
78,R1CVX7ZCLFLNU,An Important Book,"I found this book informative and well written.  However, it became clear that Luis is missing many key historical aspects of this topic.  Do not get me wrong, this book I great, and will go a long way towards giving this topic the legitimacy it deserves.  For example, it seems that Luis is unaware that key elements are fully aware of the agenda and nature of these beings.  There are also aware that the beings have had a permanent presence on the Earth for millennia and present no overt threat to humanity.  And, if they had such intentions there is absolutely nothing that we could do about it.  The real reason for not wanting to reveal/acknowledge this is because of political/economic/religious instability.  Believe me, this has been evaluated closely.  As for craft propulsive operation Luis is on the right track and better described in : UFOs and Anti-Gravity: Cramp, Leonard G.: 9781939149565: Amazon.com: Books",5,https://www.amazon.com/gp/customer-reviews/R1CVX7ZCLFLNU,Paul Stowe,"https://images-na.ssl-images-amazon.com/images/S/amazon-avatars-global/default._CR0,0,1024,1024_SX48_.png",[],,"Reviewed in the United States on August 21, 2024",True,50 people found this helpful,B0D3FL1M3D,,,
79,R11NTUZICPDPF5,Fantastic eye-opener from a leading frontline insider,"A stunning read/listen. Possibly the most credible account of UAP and the USA's involvement, given the author. The hypotheses Elizondo's team eventually put forward had me riveted - and sticks the landing of a build up which begins early on in this informative, entertaining, and heartfelt book.

I have both the Kindle and Audible versions and can recommend both.",5,https://www.amazon.com/gp/customer-reviews/R11NTUZICPDPF5,D Roy,"https://images-na.ssl-images-amazon.com/images/S/amazon-avatars-global/default._CR0,0,1024,1024_SX48_.png",[],,"Reviewed in the United States on September 1, 2024",True,2 people found this helpful,B0D3FL1M3D,,,
80,R20E225W5V5BVQ,It’s real,"I’m an avid reader, yet have never left a book review. Wow!  Let’s face it, many of us have surmised that something is going on. Mr. Elizondo put everything on the line to bring this information to light. I have thought for a few years, that not only have the sightings increased, but also, the reporting is more detailed & thorough, with less ridicule.  It’s almost as if the USGOV is now allowing certain leaks, so as to prepare us, yet not inundate us all at once.
Mr. Elizondo felt he had no choice. He risked his reputation & future employment to bring this to light.  He was hit by wall of arrogance & bureaucracy at the Dod.  They retaliated with a smear campaign to sully his name.  If you google his name, he is still described as a “conspiracy theorist”.  What a disgraceful show of arrogance, malice and petty spitefulness, shown by the Dod. Thank God he had some very loyal and like minded scientists/intel experts who refused to forsake him.

The book brings in the many other scientists and intel professionals by name, to add additional credence to the subject. The science is sometimes difficult, but is presented in a manner which one can grasp.  I found myself setting down the book to research the many unclassified documents that are referred to.

I was fascinated by Harold Puthoff’s equation.  It’s too long to detail, but depicts, absolutely, how this type of travel IS possible. We simply have not worked out how to generate the power needed.
The detailed description of his theory is by far the best and most reasonable that I have ever read.

Maybe it is time to turn religion on it’s head, as its been polluted and corrupted by way too many.

Thank you Mr. Elizondo for your candor and courage.",5,https://www.amazon.com/gp/customer-reviews/R20E225W5V5BVQ,Dina Mueller,"https://images-na.ssl-images-amazon.com/images/S/amazon-avatars-global/default._CR0,0,1024,1024_SX48_.png",[],,"Reviewed in the United States on August 24, 2024",True,23 people found this helpful,B0D3FL1M3D,,,
81,REWNEU81773F7,Interesting. Bizarre claims. Maybe they're true.,"I've been following this phenomenon since I was a kid. It's incredible that there is so much mainstream attention on this unusual and typically fringe topic.

I don't know if I buy some of the claims in this book. Regardless, very credible US military pilots, intelligence officers, former high ranking officials, reputable scientists and current politicians think UAP's are real, are not man-made, and are constantly flying around our nuclear power and weapons sites. The US Congress believed the topic was important enough to codify into law what they call ""disclosure."" This mandated disclosure by the Department of Defense and other government entities includes sharing with the American public any knowledge of retrieved, deceased non-human pilots and abandoned or crashed craft not made by humans and technologically superior to our current military tech. It appears we're talking hundreds or even thousands of years ahead of our capabilities.

There must be something to these stories if Congress passed legislation and presidents recently signed them into law. So far, a few others aside from Elizondo have come forward, but the DoD, certain politicians and weapons contractors are still stonewalling per Elizondo.

At this point, the tangible proof isn't available to us because everything is ""classified,"" although congresspeople have been able to hear the testimony of witnesses and those that have direct knowledge of this stuff (some testified in SCIFs, where classified info can be discussed with authorized officials).

The US Government also has radar and other sensor data, and compelling but grainy video released by the DoD in 2017.

If Elizondo is to be believed, there's a fundamentalist Christian cabal keeping us from knowing the truth. ""The Legacy Program"" is a allegedly a conspiracy between major military contractors and entrenched government officials who don't want us to know that we are not alone in the universe -- and that they possess non-human bodies as well as exotic craft made by non-human intelligence which we've been trying to reverse engineer and weaponize for 70 plus years.

I think Elizondo has done some great work over the years for his country, and if some or all of his claims are true, this is probably the most explosive knowledge in human history. It would mean that we are not the only intelligent life in the universe, and somehow other intelligent lifeforms (or space-faring drones of non-human origin) have mastered the ability to travel the cosmos faster than the speed of light. Also, it seems these beings are treating us like zoo animals, or they may be assessing our abilities for the impending interspecies/galactic war. If they are, with their seeming capabilities we're kind of screwed.

If you're knowledgeable about ""UFO lore,"" you'll know most of what's disclosed in this book. But it's still a fascinating read. For anyone new to this topic, be prepared for some wild and unsettling stories. I enjoyed it. I think with some fictionalization it could make a good conspiracy thriller TV series or movie.",5,https://www.amazon.com/gp/customer-reviews/REWNEU81773F7,Max Renn,"https://images-na.ssl-images-amazon.com/images/S/amazon-avatars-global/default._CR0,0,1024,1024_SX48_.png",[],,"Reviewed in the United States on August 31, 2024",True,,B0D3FL1M3D,,,
82,R2DGFEC1DXSPS5,"UAP/UFO November 21, 1963 is me","I purchased this book and it arrived yesterday. It is 10 hours later and I have read it avidly. I can confirm the truth of this book. Since November 21, 1963 I have lived with the memory of a close encounter that I have not talked about until I was struck by a heart attack, and knew it 9 hours before it happened; causing doctors to ask how I knew? I am in a public position so to speak about my experience might have brought ridicule.

But, in 2018 I decided to publish my truth, and I feel like Mr. Elizondo has pierced that painful boil  of depression, indignation by others and my being called a ""crackpot"" repeatedly. Yet, everything I have ever offered in this regard is true. When I came to the attention of the Intelligence Community for my experience via very respected researchers at the NAVY, I found what Mr. Elizondo refers to in the book: ""If you don't understand something the best course is to deny it exists."" When it is life or death I don't think that applies.

I am very thankful for this book. I would like to mention two names associated with this research, George P. Hansen who patiently took my story over a period of years including parts in his massive (DoD funded) ""The Trickster and the Paranormal"" and the truly legendary John A. Keel who was known as the world foremost Fortean (named after Charles Fort). Keel sought me out in 1982, and I acted as his agent, friend and counselor until his untimely death at age 70 in 2009.  I mention these names because without credentials these men pursued the same phenomenon, and ran into everything noted in this fantastic and clear book.

I feel relieved, even if humanity has barely heard the wake up call of the cosmos. I pray the world reads this book and profits therefore. Thank you very much Luis Elizondo. Continue to continue!",5,https://www.amazon.com/gp/customer-reviews/R2DGFEC1DXSPS5,B. Robinson,"https://images-na.ssl-images-amazon.com/images/S/amazon-avatars-global/e14a4c33-e29c-46cb-9f73-749b4d048235._CR0,0,387,387_SX48_.jpg",[],,"Reviewed in the United States on August 29, 2024",True,2 people found this helpful,B0D3FL1M3D,,,
83,R3F9FXFJ0TQ3DY,Easy and delicious recipes that will make your mouth water!,"If you're a fan of Southern cuisine or simply adore wholesome, flavorful dishes that bring comfort and joy to the table, ""Keep it Simple Y'all"" by Your Barefoot Neighbor is an essential addition to your cookbook collection. This delightful compilation of recipes embodies the spirit of Southern cooking—unpretentious, hearty, and deeply satisfying.

The author, known affectionately as Your Barefoot Neighbor, brings a refreshing approach to cooking with an emphasis on simplicity without sacrificing flavor. Each recipe is thoughtfully crafted to be accessible to home cooks of all skill levels, encouraging you to dive into the joys of preparing delicious meals without unnecessary fuss.

What sets this cookbook apart is its authenticity. Your Barefoot Neighbor shares not only recipes but also videos on different social media platforms where even a novice (such as myself) can learn to make new and delicious dishes. The layout of the book is clean and user-friendly, with each recipe presented in a straightforward manner accompanied by beautiful photography that will make your mouth water.  You'll find yourself not just cooking but also learning and appreciating the rich heritage behind Southern cooking.

Overall, ""Keep it Simple Y'all"" by Your Barefoot Neighbor is a gem of a cookbook that deserves a spot on your kitchen shelf. With its down-to-earth charm and mouthwatering dishes, this book is a testament to the timeless appeal of simple, delicious food done right.  Grab a copy and get ready to embark on a culinary adventure that celebrates the warmth and flavor of Southern cooking—just as Your Barefoot Neighbor intended and come fix you a plate!",5,https://www.amazon.com/gp/customer-reviews/R3F9FXFJ0TQ3DY,David McMaster,"https://images-na.ssl-images-amazon.com/images/S/amazon-avatars-global/ebfde48f-9fa1-4f0c-aa5f-4c37d19c197d._CR0,0,453,453_SX48_.jpg",[],,"Reviewed in the United States on July 22, 2024",True,13 people found this helpful,B0D92TH7MV,,,
84,R3TXLDDI9ZTU7F,Couldn't Wait to Get This New Cookbook!,"I have been almost patiently waiting for my notice of delivery on this next offering from Matthew Bounds or YourBarefootNeighbor if you follow his SM.
I haven't cooked any of the new recipes yet, literally just out of the package.
The book is good size, printing is clear, well spaced and easy to follow. Love the ""quick tips"" on most recipes. Photos are great, love them.
Really going to like the notes pages, I think.
Having a notes area on the recipe page may be an idea for future books too.
Can't wait to get started. Will update after we have tried some of the new recipes, but I honestly have never had a bad recipe from this creator. That includes brussel sprouts, which I normally detest.",5,https://www.amazon.com/gp/customer-reviews/R3TXLDDI9ZTU7F,Amazon Customer,"https://images-na.ssl-images-amazon.com/images/S/amazon-avatars-global/default._CR0,0,1024,1024_SX48_.png","['https://m.media-amazon.com/images/I/615s1C0BFFL._SY88.jpg', 'https://m.media-amazon.com/images/I/61G2GoRFvAL._SY88.jpg', 'https://m.media-amazon.com/images/I/71pwabMcdZL._SY88.jpg']",,"Reviewed in the United States on July 10, 2024",True,5 people found this helpful,B0D92TH7MV,,,
85,R5NMJURJ41QNS,Great Easy Recipes,"I am not a big fan of cooking, so I love the recipes in this book. They are easy to cook, use typical ingredients that are easy to find, and have easy instructions. Although this book has simple recipes, it is filled with great creative ideas. I get in a rut sometimes, and I have found some great recipes to try. The author also explains how there is flexibility with all of these recipes, so you can use what’s on hand.",5,https://www.amazon.com/gp/customer-reviews/R5NMJURJ41QNS,Stacy A Leseps,"https://images-na.ssl-images-amazon.com/images/S/amazon-avatars-global/default._CR0,0,1024,1024_SX48_.png",[],,"Reviewed in the United States on August 1, 2024",True,2 people found this helpful,B0D92TH7MV,,,
86,RPB7CZ7JC4YKR,"Love, Love Matthew Bounds and his books!","This cookbook is full of Matthew’s easy, quick recipes. Everything he makes looks and tastes good. He often says that if you don’t like some ingredient, you can leave it out or substitute with something comparable. With cooking I want fast and uncomplicated and that is exactly what Keep It Simple offers. Most if not all the ingredients needed are probably already in your pantry. Everything taste really good and looks good on the plate. You won’t be disappointed with this cookbook.",5,https://www.amazon.com/gp/customer-reviews/RPB7CZ7JC4YKR,Paula Englert,"https://images-na.ssl-images-amazon.com/images/S/amazon-avatars-global/default._CR0,0,1024,1024_SX48_.png",['https://m.media-amazon.com/images/I/71v3sAtnjPL._SY88.jpg'],,"Reviewed in the United States on August 29, 2024",True,One person found this helpful,B0D92TH7MV,,,
87,R8ROVSEWVGAY1,Everything is delicious!,"I struggle every day (Every. Single. Day.) with what to make my family for dinner. Most days, two of the three will like something, but the third hates it with passion. However, I have had this cookbook for two weeks and made 10 recipes and all three have loved all of them!!! I love that that everything is easy and quick and simply enough that don’t have to order ingredients from a shadowy figure deep in the forest :) 5 stars!!",5,https://www.amazon.com/gp/customer-reviews/R8ROVSEWVGAY1,Ryan Suzanne,"https://images-na.ssl-images-amazon.com/images/S/amazon-avatars-global/default._CR0,0,1024,1024_SX48_.png",[],,"Reviewed in the United States on July 25, 2024",True,6 people found this helpful,B0D92TH7MV,,,
88,RD9QGV7KAFWZX,"Easy to follow, great tasting food","Honestly, there is nothing I don't love about this cookbook.  Granted not every recipe is for me, but I've tried many since I got the book and they're pretty easy to make, no obscure ingredients and everything is easy to follow.  Definitely recommend this book!",5,https://www.amazon.com/gp/customer-reviews/RD9QGV7KAFWZX,Shane Doyle,"https://images-na.ssl-images-amazon.com/images/S/amazon-avatars-global/default._CR0,0,1024,1024_SX48_.png",[],,"Reviewed in the United States on August 18, 2024",True,,B0D92TH7MV,,,
89,R1QXTBILLXOAIB,Great Gift to Receive or to Give!,"This is the Cookbook to put in the gift bag for the new Cook! It’s simple it doesn’t have complicated exotic ingredients but it’s packed with flavor and yum!  You just have to go to your cupboards, fridge or local grocery and you got this. These are the recipes that build your confidence in the kitchen. The cool factor is if you’re confused you can find Matthew Bounds Video on Social Media and he shows you how because he had to figure it out.  The photography is Mouthwatering in this book. My only call out is I wish it were spiral bound so could lay it flat. Thank You Matthew and C.J.!",5,https://www.amazon.com/gp/customer-reviews/R1QXTBILLXOAIB,Alexiss Holden,"https://images-na.ssl-images-amazon.com/images/S/amazon-avatars-global/default._CR0,0,1024,1024_SX48_.png",[],,"Reviewed in the United States on July 14, 2024",True,3 people found this helpful,B0D92TH7MV,,,
90,R2SNOUH6XLWGO7,Actually simple and delicious!,"I really enjoy these recipes and recommend the content 100%. Matthew Bounds is such a lovely human and does so much for many communities. I am happy to support his endeavours. That said, don't love the physical print/binding on this book (already have some injured pages). I totally understand the style was chosen for reasons, but just as a heads-up the binding is not at all like a typical cookbook and that may or may not be for everyone.",4,https://www.amazon.com/gp/customer-reviews/R2SNOUH6XLWGO7,C. L. S.,"https://images-na.ssl-images-amazon.com/images/S/amazon-avatars-global/cf55ddf9-c6a1-447f-a894-2c684cb96934._CR0,0,500,500_SX48_.jpg",[],,"Reviewed in the United States on August 11, 2024",True,One person found this helpful,B0D92TH7MV,,,
91,R3UDS3RA37WQCS,Actually simple and good!,"I follow his Instagram and was excited to see this cookbook come out. Let's face it, I always save Insta videos with recipes but rarely make them. I thought a cookbook would make me follow through on one's I've wanted to try and it did! I let my kid choose a recipe and she chose the chicken tinga tacos. It was fast, easy, and yummy! The tacos were definitely different enough from a pre-made taco seasoning that it was worth it,  and felt like we were eating something special, but not so off-the-wall that my kids still liked them. Win, win! And being able to QUICKLY make it before I head off to work, throw it in the slow cooker, with no major prep made me so thankful! I hate slow cooker recipes that take 20 minutes of prep and precooking on the stove. This one was a real time saver and was deliciously flavorful! Excited to try more recipes!",5,https://www.amazon.com/gp/customer-reviews/R3UDS3RA37WQCS,Joe Brown,"https://images-na.ssl-images-amazon.com/images/S/amazon-avatars-global/default._CR0,0,1024,1024_SX48_.png",['https://m.media-amazon.com/images/I/71QWZhF-9ZL._SY88.jpg'],,"Reviewed in the United States on August 2, 2024",True,4 people found this helpful,B0D92TH7MV,,,
92,R2PAPLK9DRNOIR,"Tasty, easy meals!","I love this cookbook. I have a lot of cookbooks and don't use 3/4 of them as recipes are complicated and call for expensive ingredients. This one is simple and calls for ingredients most of us have in the pantry.
I am not a food stylist so this is best I can do, pic of Smothered Cubed Steak from crockpot meals. So easy and good!",5,https://www.amazon.com/gp/customer-reviews/R2PAPLK9DRNOIR,Nina,"https://images-na.ssl-images-amazon.com/images/S/amazon-avatars-global/default._CR0,0,1024,1024_SX48_.png",['https://m.media-amazon.com/images/I/716zQPkuWJL._SY88.jpg'],,"Reviewed in the United States on September 4, 2024",True,,B0D92TH7MV,,,
